Date,Ticker,Open,Low,AdjClose,Volume,High,Close,Company_Name,Sector,Current_Market_Cap
2016-01-15,POWERGRID.NS,142.14999389648438,138.3000030517578,115.20895385742188,4179738.0,,,Power Grid Corporation of India Ltd.,Power,2385600000000.0
2016-01-15,RELIANCE.NS,534.875,532.7999877929688,513.9024658203125,13151450.0,,,Reliance Industries Ltd.,Energy,18883200000000.0
2016-01-15,SBIN.NS,197.8000030517578,181.0,180.28030395507807,29090426.0,,,State Bank of India,Financials,9942760000000.0
2016-01-15,SUNPHARMA.NS,797.75,780.2000122070312,766.4654541015625,2370237.0,,,Sun Pharmaceutical Industries Ltd.,Pharma,3827660000000.0
2016-01-15,TATASTEEL.NS,231.03900146484372,217.31900024414065,196.02386474609372,6288878.0,,,Tata Steel Ltd.,Metals,2408690000000.0
2016-01-15,TCS.NS,1144.4300537109375,1127.5,996.2955932617188,3269408.0,,,Tata Consultancy Services Ltd.,IT,11302500000000.0
2016-01-15,TECHM.NS,519.0,511.8500061035156,461.8334655761719,1612782.0,,,Tech Mahindra Ltd.,IT,1543530000000.0
2016-01-15,TITAN.NS,342.0,332.54998779296875,325.15802001953125,1570462.0,,,Titan Company Ltd.,Consumer Durables,3528130000000.0
2016-01-15,ULTRACEMCO.NS,2634.949951171875,2581.0,2582.766357421875,215896.0,,,UltraTech Cement Ltd.,Cement,3733780000000.0
2016-01-15,WIPRO.NS,204.9750061035156,201.375,193.50392150878903,1667087.0,,,Wipro Ltd.,IT,2481690000000.0
2016-01-18,ADANIENT.NS,40.21371078491211,37.16226196289063,37.08536148071289,6988884.0,,,Adani Enterprises Ltd.,Infrastructure,2611740000000.0
2016-01-18,ADANIPORTS.NS,211.1000061035156,209.8000030517578,214.0230865478516,4116330.0,,,Adani Ports and Special Economic Zone Ltd.,Infrastructure,3271160000000.0
2016-01-18,APOLLOHOSP.NS,1356.3499755859375,1343.050048828125,1321.05859375,170876.0,,,Apollo Hospitals Enterprise Ltd.,Healthcare,1000810000000.0
2016-01-18,ASIANPAINT.NS,890.0,841.6500244140625,823.06982421875,2335330.0,,,Asian Paints Ltd.,Consumer Durables,2327750000000.0
2016-01-18,AXISBANK.NS,372.25,366.75,365.6909484863281,14117119.0,,,Axis Bank Ltd.,Financials,4257980000000.0
2016-01-18,BAJAJ-AUTO.NS,2310.0,2236.800048828125,1974.578857421875,329495.0,,,Bajaj Auto Ltd.,Automobile,2680130000000.0
2016-01-18,BAJAJFINSV.NS,1947.949951171875,1804.0,1827.0458984375,52245.0,,,Bajaj Finserv Ltd.,Financials,3119270000000.0
2016-01-18,BAJFINANCE.NS,591.52001953125,546.8250122070312,526.2440795898438,1122130.0,,,Bajaj Finance Ltd.,Financials,5780270000000.0
2016-01-18,BHARTIARTL.NS,282.614990234375,269.8070068359375,267.0832214355469,4490387.0,,,Bharti Airtel Ltd.,Telecom,11992300000000.0
2016-01-18,CIPLA.NS,608.0,586.4000244140625,579.2169799804688,1435098.0,,,Cipla Ltd.,Pharma,1069500000000.0
2016-01-18,COALINDIA.NS,315.5,309.3999938964844,206.41651916503903,1736472.0,,,Coal India Ltd.,Metals,2716220000000.0
2016-01-18,DRREDDY.NS,2928.0,2860.10009765625,2732.149658203125,275436.0,,,Dr. Reddy's Laboratories Ltd.,Pharma,1014150000000.0
2016-01-18,EICHERMOT.NS,1624.72998046875,1525.0,1279.3919677734375,485220.0,,,Eicher Motors Ltd.,Automobile,1953700000000.0
2016-01-18,GRASIM.NS,543.7570190429688,539.218017578125,512.21044921875,408096.0,,,Grasim Industries Ltd.,Cement,1912430000000.0
2016-01-18,HCLTECH.NS,415.5499877929688,415.5499877929688,372.11572265625,3774136.0,,,HCL Technologies Ltd.,IT,4587700000000.0
2016-01-18,HDFCBANK.NS,517.8250122070312,510.5,493.88616943359375,3247694.0,,,HDFC Bank Ltd.,Financials,14299300000000.0
2016-01-18,HINDALCO.NS,71.05000305175781,70.05000305175781,69.22965240478516,6814262.0,,,Hindalco Industries Ltd.,Metals,2152250000000.0
2016-01-18,HINDUNILVR.NS,796.2999877929688,795.0,749.2339477539062,1525578.0,,,Hindustan Unilever Ltd.,FMCG,5575580000000.0
